filename,identity_id,label,split
group1_1.jpeg,group1_1,1,test
group1_10.png,group1_10,1,train
group1_11.png,group1_11,1,val
group1_12.png,group1_12,1,test
group1_13.png,group1_13,1,val
group1_14.png,group1_14,1,train
group1_15.png,group1_15,1,train
group1_16.png,group1_16,1,test
group1_17.png,group1_17,1,test
group1_18.png,group1_18,1,train
group1_19.jpg,group1_19,1,train
group1_2.png,group1_2,1,train
group1_20.jpg,group1_20,1,train
group1_21.jpg,group1_21,1,train
group1_22.jpg,group1_22,1,train
group1_23.jpg,group1_23,1,train
group1_24.jpg,group1_24,1,train
group1_25.jpg,group1_25,1,val
group1_26.jpg,group1_26,1,train
group1_3.png,group1_3,1,train
group1_4.png,group1_4,1,test
group1_5.png,group1_5,1,val
group1_6.png,group1_6,1,train
group1_7.png,group1_7,1,train
group1_8.png,group1_8,1,val
group1_9.png,group1_9,1,train
group2_1.png,group2_1,2,test
group2_10.png,group2_10,2,train
group2_11.png,group2_11,2,train
group2_12.png,group2_12,2,val
group2_13.png,group2_13,2,train
group2_14.png,group2_14,2,val
group2_15.png,group2_15,2,val
group2_16.png,group2_16,2,train
group2_17.png,group2_17,2,train
group2_18.png,group2_18,2,test
group2_19.png,group2_19,2,test
group2_2.png,group2_2,2,val
group2_20.png,group2_20,2,val
group2_21.png,group2_21,2,test
group2_22.png,group2_22,2,train
group2_23.png,group2_23,2,train
group2_24.png,group2_24,2,train
group2_25.png,group2_25,2,test
group2_26.png,group2_1,2,test
group2_27.png,group2_27,2,train
group2_28.png,group2_28,2,train
group2_29.png,group2_29,2,train
group2_3.png,group2_3,2,test
group2_30.png,group2_30,2,train
group2_31.png,group2_31,2,train
group2_32.png,group2_32,2,train
group2_33.png,group2_33,2,train
group2_34.png,group2_34,2,train
group2_35.png,group2_35,2,test
group2_36.png,group2_36,2,val
group2_37.png,group2_37,2,train
group2_38.png,group2_38,2,train
group2_39.png,group2_39,2,train
group2_4.png,group2_4,2,train
group2_40.png,group2_40,2,train
group2_41.png,group2_41,2,train
group2_42.png,group2_42,2,train
group2_43.png,group2_43,2,train
group2_44.png,group2_44,2,test
group2_45.png,group2_45,2,val
group2_5.png,group2_5,2,train
group2_6.png,group2_6,2,train
group2_7.png,group2_15,2,val
group2_8.png,group2_8,2,test
group2_9.png,group2_9,2,val
group3_1.jpg,group3_1,3,train
group3_10.jpg,group3_10,3,train
group3_11.jpg,group3_11,3,val
group3_12.png,group3_12,3,train
group3_13.png,group3_13,3,train
group3_14.png,group3_14,3,test
group3_15.png,group3_15,3,val
group3_16.png,group3_16,3,train
group3_17.png,group3_17,3,val
group3_18.png,group3_18,3,train
group3_19.png,group3_19,3,train
group3_2.jpg,group3_2,3,test
group3_20.png,group3_20,3,train
group3_21.png,group2_1,3,test
group3_22.png,group3_22,3,train
group3_23.png,group3_23,3,train
group3_24.png,group3_24,3,train
group3_25.png,group3_25,3,train
group3_26.png,group3_26,3,val
group3_27.png,group3_27,3,train
group3_28.png,group3_28,3,train
group3_29 2.png,group3_29,3,test
group3_29.png,group3_29,3,test
group3_3.jpg,group3_3,3,train
group3_30.png,group3_30,3,train
group3_5.jpg,group3_5,3,test
group3_6.jpg,group3_6,3,val
group3_7.jpg,group3_7,3,test
group3_8.jpg,group3_8,3,test
group3_9.jpg,group3_9,3,train
group4_1.jpg,group4_1,4,train
group4_10.jpg,group4_10,4,train
group4_11.jpg,group4_11,4,train
group4_12.jpg,group4_12,4,train
group4_13.jpg,group4_13,4,val
group4_14.jpg,group4_14,4,train
group4_15.jpg,group4_15,4,test
group4_16.jpg,group4_16,4,train
group4_17.jpg,group4_17,4,val
group4_18.jpg,group4_18,4,train
group4_19.jpg,group4_19,4,test
group4_20.jpg,group4_20,4,train
group4_21.jpg,group4_21,4,val
group4_22.jpg,group4_22,4,train
group4_23.jpg,group4_23,4,val
group4_24.jpg,group4_24,4,val
group4_25.jpg,group4_25,4,train
group4_26.jpg,group4_26,4,train
group4_27.jpg,group4_27,4,test
group4_28.jpg,group4_28,4,train
group4_29.jpg,group4_29,4,test
group4_3.jpg,group4_3,4,train
group4_30.jpg,group4_30,4,test
group4_4.jpg,group4_4,4,val
group4_5.jpg,group4_5,4,train
group4_6.jpg,group4_6,4,train
group4_7.jpg,group4_7,4,train
group4_8.jpg,group4_8,4,train
group4_9.jpg,group4_9,4,test
